year;last_election;candidate_id;district;district_id;party;party_id;party_prefvote_lag;candidate_nr;prefvote;prefvote_lag;elected;age;sex;language;prevterm;mep;municipal_seat;regional_seat;occupation;occupation_category;fb_likes;party_relevance;campaign_budget;campaign_budget_2023;political_experience_self_reported;education;legserv;party_leader;pyear_run;last_presidential_elections;last_presidential_elections_vote_share;last_municipal_votes;last_municipal_vote_share;last_eu_vote_share;last_eu_votes;votes_comparative;party_changed;cabinet_last_parliament;dist_bkt_change;twitter_followers
2023;2019;19243;KES;11;KESK;4;19,82;138;468;0;0;53;1;FI;0;0;0;0;;lukion lehtori, emäntä;0;4,000;0;5000;"Jämsän kaupunginvaltuuston puheenjohtaja 2013-2021; kunnallisia ja maakunnallisia luottamustehtäviä vuodesta 2008 lähtien.";ylempi korkeakoulututkinto;0;0;0;0;;167;;;0;;0;;;283
2023;2019;19104;VAR;3;KESK;4;10,78;63;343;0;0;23;0;FI;0;0;0;0;;Liiketalouden opiskelija, asiakasneuvoja;345;4,000;0;5000;Toimin tällä hetkellä kotikaupungissani Loimaalla varavaltuutettuna sekä sivistyslautakunnan varsinaisena jäsenenä. Tämän lisäksi toimin Varsinais-Suomen Hyvinvointialueen tarkastuslautakunnan varajäsenenä. Olen toiminut myös monissa eri puolueen luottamustehtävissä, kuten Keskustanuorten liittohallituksessa vuosina 2021-2022.;ylioppilas;0;0;0;0;;63;;;0;;0;;;0
2023;2019;18922;HÄM;6;KESK;4;10,15;28;323;0;0;48;0;FI;0;0;1;0;;Metsätalousinsinööri (AMK), yrittäjä;164;4,000;0;5000;Kunnanvaltuustossa toista kautta, eri lautakunnista kokemusta noin 10 vuotta.;alempi korkeakoulututkinto;0;0;0;0;;109;;;0;;0;;;33
2023;2019;19087;HÄM;6;KESK;4;10,15;21;129;0;0;25;0;FI;0;0;0;0;;Opiskelija;360;4,000;0;5000;Nastopolin lukion opiskelijakunnan hallitus ja puheenjohtaja 2014-2017, Lahden nuorisovaltuusto 2015-2016, Hämeen Lukiolaisten piirihallitus ja sihteeri 2017, Lihastautiliiton nuorisotoimikunta 2018-2019, Etelä-Hämeen lihastautiyhdistyksen hallitus ja sihteeri 2018-2020, Hämeen Keskustanuorten hallitus 2019-2021, Vaasan Keskustaopiskelijoiden hallitus ja varapuheenjohtaja 2019-2022, Vaasan yliopiston yliopistokollegio 2019-2021, Vaasan yliopiston ylioppilaskunnan edustajisto 2020-2021, Keskustanuorten liittohallitus 2020-2021, Keskustan puoluevaltuusto 2020-2022, Lahden Keskustan kunnallisjärjestön hallitus 2021-2022, Lahden vammaisneuvosto 2021-2022, Keskustaopiskelijoiden liittohallitus 2022, Lahden seudun Keskustanuorten hallitus ja puheenjohtaja 2019-;ylioppilas;0;0;0;0;;54;;;0;;0;;;978
2023;2019;19830;KES;11;PS;3;18,04;61;3031;0;0;60;0;FI;0;0;0;0;;Ylikonstaapeli evp.;0;4,000;0;5000;Kaupungin valtuutettu, kulttuuri ja liikuntalautakunnan jäsen, ksshp tarkastuslautakunnan jäsen, Sisä-suomen poliilaitoksen neuvottelukunnan puheenjohtaja, kaupungin hallituksen varajäsen, hyvaks varavaltuutettu, keski-suomen maakuntavaltuuston varajäsen ;ammattitutkinto;0;0;0;0;;;;;0;;0;;;0
2023;2019;14277;SKA;9;PS;3;18,05;38;2398;626;0;43;0;FI;0;0;1;0;;Yrittäjä;0;4,000;0;5000;2013 alkaen mukana politiikassa, (2013-2017)kausi varavaltuutettuna,  Kaupunginvaltuutettu 2017-2021, 2021-2025;ylioppilas;0;0;1;0;;172;;;0;;0;;;0
2023;2019;18656;VAA;10;PS;3;17,08;144;2061;0;0;27;0;FI;0;0;1;0;;Eduskunta-avustaja;2348;4,000;0;5000;Toimin Lapuan kaupunginvaltuustossa ja nuorisopolitiikassa.;ylempi korkeakoulututkinto;0;0;0;0;;131;;;0;;0;;;147
2023;2019;19301;KES;11;PS;3;18,04;65;1564;0;0;43;0;FI;0;0;0;0;;Fyysikko;72;4,000;0;5000;Kaupunginvaltuutettu, maakuntavaltuutettu;ylempi korkeakoulututkinto;0;0;0;0;;477;;;0;;0;;;0
2023;2019;7218;VAR;3;PS;3;19,14;86;1078;1702;0;65;0;FI;0;0;1;1;;Mikroelektroniikan erikoistutkija;205;4,000;0;5000;Olin kansanedustajana  ja Pohjois-maiden neuvostossa kaudella (2011-2015);ylempi korkeakoulututkinto;1;0;1;0;;49;;;0;;0;;;26
2023;2019;13124;HEL;1;PS;3;12,26;206;929;1854;0;61;0;FI;0;0;1;0;;Rikosylikonstaapeli evp., erityisasiantuntija/ kansainvälinen kriisinhallinta;0;4,000;0;5000;Kansanedustajana 5 vuotta, Helsingin kaupunginvaltuustossa yli 10 vuotta ja kaupunginhallituksessa useita vuosia. Kansanedustaja-aikoina Pohjoismaiden neuvoston Suomen valtuuskunnan jäsen, Etyj-valtuuskunnan jäsen ja Euroopan neuvoston Suomen parlamentaarisen ryhmän jäsen. Lisäksi Suomen Välimeren parlamentaarisen ryhmän puheenjohtajana parisen vuotta.;alempi korkeakoulututkinto;1;0;1;0;;895;;;11072;;0;;;1642
2023;2019;19249;HEL;1;PS;3;12,26;214;520;0;0;33;0;FI;0;0;0;0;;yrittäjä;939;4,000;0;5000;Kaupunginvaltuutettu, maakuntavaltuutettu, nuorisojärjestön puheenjohta;ammattitutkinto;0;0;0;0;;187;;;0;;0;;;3315
2023;2019;19564;KAA;8;SDP;2;24,38;104;4580;0;0;40;1;FI;0;0;0;1;;Sairaanhoitaja, ensihoitaja ;385;4,000;0;5000;;ylempi korkeakoulututkinto;0;0;0;0;;;;;0;;0;;;0
2023;2019;15611;UUS;2;SDP;2;17,76;256;4171;1469;0;38;1;FI;0;0;1;1;;valtiotieteiden maisteri, lastensuojelun sosiaalityöntekijä;581;4,000;0;5000;Olen ensimmäisen kauden kaupunginvaltuutettu Espoossa (2021-) ja Länsi-Uudenmaan aluevaltuustossa (2022-). Toimin kummassakin valtuustossa valtuustoryhmämme varapuheenjohtajana. Espoossa toimin lisäksi Hyvinvoiva Espoo -ohjelman puheenjohtajana.;ylempi korkeakoulututkinto;0;0;1;0;;345;;;2534;;0;;;2714
2023;2019;18891;PIR;7;PS;3;17,32;165;10113;0;1;26;0;FI;0;0;1;1;;Valtio-opin maisteriopiskelija;7548;4,000;0;10000;Tampereen kaupunginvaltuutettu, Pirkanmaan aluevaltuutettu, Pirkanmaan aluehallituksen jäsen;alempi korkeakoulututkinto;0;0;0;0;;1240;;;0;;0;;;13762
2023;2019;19304;HEL;1;SDP;2;13,59;172;2941;0;0;28;1;FI;0;0;0;0;;Sosiaalityöntekijä;0;4,000;0;5000;;ylempi korkeakoulututkinto;0;0;0;0;;508;;;0;;0;;;0
2023;2019;19523;PIR;7;SDP;2;22,1;4;2675;0;0;37;1;FI;0;0;0;0;;tutkija;123;4,000;0;5000;Pirha varavaltuutettu ja henkilöstöjaoston jäsen;ylempi korkeakoulututkinto;0;0;0;0;;;;;0;;0;;;1069
2023;2019;18616;VAR;3;SDP;2;17,78;176;2654;0;0;38;1;FI;0;0;1;0;;tradenomi / suunnitteluassistentti;464;4,000;0;5000;Teen vaikuttamistyötä muun muassa kunnanhallituksessa, vammaisneuvostossa, hyvinvointitoimikunnassa sekä nuorisovaltuuston kummivaltuutettuna. Olen puolueeni Varsinais-Suomen piirihallituksen jäsen ja hyvinvointialueen terveyden ja hyvinvoinnin edistämisen jäsen. Järjestötoiminta on sydäntäni lähellä ja olen mukana vapaaehtoistoiminnassa.;alempi korkeakoulututkinto;0;0;0;0;;101;;;0;;0;;;0
2023;2019;19358;UUS;2;SDP;2;17,76;238;1947;0;0;40;1;FI;0;0;0;1;;ohjaava opettaja;210;4,000;0;5000;Olen ollut aikoinaan useamman kauden seurakuntaneuvoston ja kirkkovaltuuston jäsen sekä yhden kauden hiippakuntavaltuuston varajäsen. Nyt olen aluevaltuutettu, hyvinvointialueen lähidemokratia- ja osallisuuslautakunnan jäsen sekä HUS:n lähipalvelu- ja integraatiolautakunnan puheenjohtaja.;ylempi korkeakoulututkinto;0;0;0;0;;;;;0;;0;;;128
2023;2019;19775;SKA;9;SDP;2;17,28;29;1905;0;0;43;1;FI;0;0;0;0;;Toimitusjohtaja;0;4,000;0;5000;;ylempi korkeakoulututkinto;0;0;0;0;;;;;0;;0;;;0
2023;2019;19160;UUS;2;SDP;2;17,76;255;1798;0;0;31;1;FI;0;0;0;0;;Poliittinen asiantuntija;256;4,000;0;5000;Kunnanvaltuutettu, Keski-Uudenmaan hyvinvointialueen aluevaltuuston varajäsen;alempi korkeakoulututkinto;0;0;0;0;;93;;;0;;0;;;0
2023;2019;18633;VAR;3;SDP;2;17,78;173;1769;0;0;55;1;FI;0;0;1;1;;Sairaanhoitaja;0;4,000;0;5000;;alempi korkeakoulututkinto;0;0;0;0;;111;;;0;;0;;;0
2023;2019;19168;VAA;10;SDP;2;13,39;112;1745;0;0;38;1;FI;0;0;0;0;;Tuottaja-toimittaja;72;4,000;0;5000;Tällä hetkellä toimin varavaltuutettuna Vaasan kaupunginvaltuustossa, kasvatus- ja opetuslautakunnan puheenjohtajana sekä Vaasan ammattikorkeakoulun (VAMK) hallituksessa.;ylempi korkeakoulututkinto;0;0;0;0;;100;;;0;;0;;;0
2023;2019;18575;UUS;2;SDP;2;17,76;249;1671;0;0;48;1;FI;0;0;1;0;;Toiminnanjohtaja vammaisjärjestössä;107;4,000;0;5000;Olen ollut mukana Keravan kuntapolitiikassa kymmenen vuotta. Ensimmäisen kauden olin ryhmämme 1. varavaltuutettu ja sen jälkeen varsinainen valtuutettu. Olin sosiaali- ja terveyslautakunnan jäsen siihen asti, kun palvelut siirtyivät hyvinvointialueelle. Vantaan ja Keravan hyvinvointialueella olen ryhmämme 1. aluevaltuutettu ja aluehallituksen jäsen.;ylempi korkeakoulututkinto;0;0;0;0;;74;;;0;;0;;;0
2023;2019;18646;KAA;8;SDP;2;24,38;109;1510;0;0;33;1;FI;0;0;1;1;;Ensihoitaja AMK, palopäällystöopiskelija;504;4,000;0;5000;;alempi korkeakoulututkinto;0;0;0;0;;123;;;0;;0;;;0
2023;2019;13757;OUL;12;SDP;2;10,27;25;1071;1290;0;36;1;FI;0;0;1;1;;Sairaanhoitaja (AMK);1041;4,000;0;5000;Kuntatasolla kaupunginvaltuuston, lautakunnan ja hallituksen jäsenenä. Pohjois-Pohjanmaan aluevaltuutettu ja tarkastuslautakunnan jäsenenä. Toiminta puolueessa paikallis-piiri ja puoluetasolla paikallisyhdistyksen puheenjohtajana,piirikokousedustajana ja SDP:n puoluevaltuutettuna. ;alempi korkeakoulututkinto;0;0;1;0;;202;;;0;;0;;;0
2023;2019;18617;OUL;12;SDP;2;10,27;36;945;0;0;44;1;FI;0;0;1;0;;Sairaanhoitaja, Biolääketieteen opiskelija ;430;4,000;0;5000;Kuhmon kaupunginvaltuuston varapuheenjohtaja;alempi korkeakoulututkinto;0;0;0;0;;101;;;0;;0;;;0
2023;2019;19207;SAT;4;SDP;2;25,21;61;729;0;0;36;0;FI;0;0;0;0;;Opettaja, yrittäjä;338;4,000;0;5000;Varavaltuutettu, lautakunnan jäsen ja Porin strategisen yhtiön, Prizztech Oy:n hallituksen puheenjohtaja.;ylempi korkeakoulututkinto;0;0;0;0;;126;;;0;;0;;;241
2023;2019;18523;VAA;10;SDP;2;13,39;115;633;0;0;63;0;FI;0;0;1;0;;metsuri;0;4,000;0;5000;Kunnan eri luottamustehtävissä toimiminen n. 30 vuoden ajan, tällä hetkellä tärkeitä rooleja myös SDP:n Pohjanmaan piirin puheenjohtaja, maakuntahallituksen jäsenyys sekä SDP:n puoluevaltuutettu;ammattitutkinto;0;0;0;0;;47;;;0;;0;;;0
2023;2019;19234;UUS;2;SDP;2;17,76;260;628;0;0;28;1;FI;0;0;0;0;;Asiantuntija, kehittäminen;342;4,000;0;5000;Poliittisen nuorisojärjestön hallitus, kuntapolitiikka;ylempi korkeakoulututkinto;0;0;0;0;;157;;;0;;0;;;1648
2023;2019;19021;UUS;2;SDP;2;17,76;269;599;0;0;25;1;FI;0;0;0;0;;Sairaanhoitajaopiskelija ;0;4,000;0;5000;Hangon kaupunginhallituksen varajäsen, tekninen lautakunta ;ammattitutkinto;0;0;0;0;;32;;;0;;0;;;0
2023;2019;19211;UUS;2;SDP;2;17,76;237;561;0;0;42;0;FI;0;0;0;0;;Hallintopäällikkö;151;4,000;0;5000;;ylempi korkeakoulututkinto;0;0;0;0;;129;;;0;;0;;;0
2023;2019;18666;HÄM;6;SDP;2;23,99;14;546;0;0;48;0;FI;0;0;1;0;;Team lead;113;4,000;0;5000;;alempi korkeakoulututkinto;0;0;0;0;;138;;;0;;0;;;0
2023;2019;15639;SKA;9;SDP;2;17,28;25;428;528;0;46;0;FI;0;0;1;0;;Taksin kuljettaja ;524;4,000;0;5000;;ammattitutkinto;0;0;1;0;;40;;;0;;0;;;0
2023;2019;18590;KAA;8;KOK;1;18,05;73;999;0;0;41;1;FI;0;0;1;1;;Fysioterapeutti, yrittäjä;279;4,000;0;5000;Ensimmäisen kauden kunnanvaltuutettu, aluevaltuutettu, kokoomuksen puoluevaltuuston jäsen;alempi korkeakoulututkinto;0;0;0;0;;81;;;0;;0;;;0
2023;2019;18508;VAA;10;KOK;1;11,77;76;744;0;0;48;1;FI;0;0;1;0;;Hyvinvointi- ja henkilöstöpäällikkö;133;4,000;0;5000;Kaupunginvaltuusto, Suupohjan koulutuskuntayhtymän valtuusto, Yksilöasioiden jaosto (hyvinvointialue), kaupungin hallitus (joutunut jättämään ottaessa nykyisen työn vastaan), Kaskisten Yrittäjät (jäänyt pois 2022). ;alempi korkeakoulututkinto;0;0;0;0;;24;;;0;;0;;;59
2023;2019;19572;OUL;12;KOK;1;10,96;177;548;0;0;47;1;FI;0;0;0;0;;Museo- ja tiedekeskus Luupin johtaja;246;4,000;0;5000;Kokoomuksen 1. varavaltuutettu ja opetuslautakunnan vrapj vuosina 2008-2012;ylempi korkeakoulututkinto;0;0;0;0;;;;;0;;0;;;0
2023;2019;18652;LAP;13;KOK;1;11,26;92;391;0;0;24;1;FI;0;0;1;0;;Oikeustieteen ylioppilas;0;4,000;0;5000;Rovaniemen kaupunginvaltuutettu, yhdyskuntasuunnittelun lautakunnan varapuheenjohtaja, kaupunginhallituksen varajäsen, Lapin aluevaltuuston varavaltuutettu, Lapin Kokoomusnuorten piirihallituksen jäsen;ylioppilas;0;0;0;0;;128;;;0;;0;;;399
2023;2019;19688;PIR;7;KOK;1;18,47;92;388;0;0;67;0;FI;0;0;0;0;;yrittäjä;0;4,000;0;5000;yrittäjäpolitiikkaa;peruskoulu;0;0;0;0;;;;;0;;0;;;0
2023;2019;18569;SAT;4;KOK;1;14,15;94;356;0;0;38;1;FI;0;0;1;0;;Kirjasto- ja kulttuuritoimenjohtaja;310;4,000;0;5000;Kaupunginvaltuusto, valtuustoryhmän puheenjohtaja, lautakunnan/valiokunnan jäsen;ylempi korkeakoulututkinto;0;0;0;0;;69;;;0;;0;;;0
2023;2019;19034;PIR;7;KOK;1;18,47;80;324;0;0;62;1;FI;0;0;0;0;;toimitusjohtaja ja toiminnanjohtaja (sote);276;4,000;0;5000;;ylempi korkeakoulututkinto;0;0;0;0;;35;;;0;;0;;;0
2023;2019;18576;OUL;12;KOK;1;10,96;171;252;0;0;60;0;FI;0;0;1;1;;Insinööri (YAMK), Lehtori;0;4,000;0;5000;Politiikan taustavaikuttaja yli 40 vuotta, Kaupunginvaltuutettu, kokemusta eri lautakunnista.;ylempi korkeakoulututkinto;0;0;0;0;;75;;;0;;0;;;0
2023;2019;16163;UUS;2;VIHR;6;13,47;228;1767;1657;0;33;1;FI;0;0;1;1;;Hyvinvointialuevaltuutettu, kaupunginvaltuutettu, aluehallituksen jäsen, sairaanhoitaja, terveydehoitaja;5655;3,000;0;5000;Olen kaupunginvaltuutettu, hyvinvointialuevaltuutettu ja aluehallituksen jäsen. Olen toiminut kuusi vuotta Vantaan sosiaali- ja terveyslautakunnan jäsenenä ja neljä vuotta vihreiden puoluevaltuuston jäsenenä.;alempi korkeakoulututkinto;0;0;1;0;;320;;;0;;0;;;4637
2023;2019;19300;HEL;1;VIHR;6;23,51;217;1256;0;0;30;1;FI;0;0;0;0;;Tutkija;312;3,000;0;5000;Olen toiminut varavaltuutettuna Helsingissä 2021 lähtien.;ylempi korkeakoulututkinto;0;0;0;0;;474;;;0;;0;;;1266
2023;2019;19303;HEL;1;VIHR;6;23,51;235;1105;0;0;28;0;EN;0;0;0;0;;Tutkija;853;3,000;0;5000;10 vuotta vihreissä erilaisissa hallituksissa, työryhmissä, eduskunta- ja eurovaalikampanjoissa sekä puolueen linjojen muuttamisessa;ylempi korkeakoulututkinto;0;0;0;0;;505;;;0;;0;;;6923
2023;2019;15565;VAR;3;VIHR;6;9,16;156;1006;2229;0;30;1;FI;0;0;1;0;;Ylioppilaskunnan pääsihteeri;1275;3,000;0;5000;Töissä eduskuntaryhmällä, kaupunginvaltuutettuna 2017 asti ja opiskelijapolitiikassa vuosina 2013-2017.;alempi korkeakoulututkinto;0;0;1;0;;507;;;0;;0;;;0
2023;2019;15874;SAT;4;VIHR;6;5,97;73;923;1226;0;30;1;FI;0;0;1;1;;viestintäalan yrittäjä ;606;3,000;0;5000;Aiemmat tehtävät: Porissa kaupunginvaltuutettu (2017–) sekä sivistyslautakunnan jäsen (2017–2021). Satakuntaliiton maakuntavaltuuston jäsen (2021–).Keski-Porin seurakunnan seurakuntaneuvoston jäsen (2018–), yhteisen kirkkovaltuuston jäsen (2018–) sekä yhteisen kirkkoneuvoston jäsen (2023–). ;alempi korkeakoulututkinto;0;0;1;0;;343;;;0;;0;;;0
2023;2019;14509;UUS;2;VIHR;6;13,47;223;733;1220;0;39;1;FI;0;0;1;1;;Perhetyöntekijä;702;3,000;0;5000;Olen kokenut kuntapoliitikko sekä pitkään vaikuttanut kirkollisissa luottamuselimissä;alempi korkeakoulututkinto;0;0;1;0;;440;;;0;;0;;;0
2023;2019;19286;KES;11;VIHR;6;11,43;81;657;0;0;28;1;FI;0;0;0;0;;Asiantuntija;378;3,000;0;5000;Toimin kaupunginvaltuutettuna ja hyvinvointitoimikunnan varapuheenjohtajana Jyväskylässä, sekä aluevaltuutettuna ja aluehallituksen varajäsenenä Keski-Suomen hyvinvointialueella. Lisäksi toimin Keski-Suomen hyvinvointialueen riskienhallintajaoston jäsenenä sekä Keski-Suomen maakuntavaltuuston varajäsenenä.;alempi korkeakoulututkinto;0;0;0;0;;310;;;0;;0;;;112
2023;2019;19531;HEL;1;LIBE;10;0,32;33;537;0;0;30;0;FI;0;0;0;0;;Palvelumuotoilija, tohtoriopiskelija;0;0,000;0;10000;Puoluesihteeri;ylempi korkeakoulututkinto;0;0;0;0;;;;;0;;0;;;7624
2023;2019;19565;VAR;3;VIHR;6;9,16;151;651;0;0;26;1;FI;0;0;0;0;;Poliittinen avustaja;321;3,000;0;5000;Olen toiminut vihreissä vuodesta 2015 lähtien. Tällä hetkellä työskentelen eduskuntaryhmässä poliittisena avustajana sekä vaikutan puoluevaltuustossa, Vihreiden naisten varapuheenjohtajana ja Vihreiden nuorten hallituksessa. Viime kuntavaaleissa olin ehdolla Vantaalla ja tulin valituksi HYKS-sairaanhoitoalueen lautakuntaan. Jouduin kuitenkin luopumaan luottamustehtävästä muuttaessani toiselle paikkakunnalle.;alempi korkeakoulututkinto;0;0;0;0;;;;;0;;0;;;99
2023;2019;19559;VAR;3;VIHR;6;9,16;150;391;0;0;40;1;FI;0;0;0;0;;Politiikkan Tutkija;432;3,000;0;5000;Olen ensi kauden varavaltutettu;ylempi korkeakoulututkinto;0;0;0;0;;;;;0;;0;;;0
2023;2019;16154;OUL;12;VIHR;6;7,87;82;251;409;0;49;1;FI;0;0;0;0;;toiminnanjohtaja;866;3,000;0;5000;Varavaltuutettu, kaupunginhallituksen varajäsen, rakennuslautakunnan jäsen, Vihreiden Naisten 1. varapuheenjohtaja;alempi korkeakoulututkinto;0;0;1;0;;192;;;0;;0;;;1012
2023;2019;11414;OUL;12;VIHR;6;7,87;75;223;665;0;60;0;98;0;0;0;0;;Tietoikenneinsinööri;608;3,000;0;5000; Oulun kaupunginvaltuutettu 2013-2021, Oulunsalon kunnanvaltuutettuna 2005-2012,  Kaupunginhallituksen jäsen ja konsernijaoston varapuheenjohtaja 2019-2021, Hyvinvointi–, kulttuuri– ja liikuntalautakunnan​ jäsen 2023-, Hyvinvointilautakunnan jäsen 2021-2022, Yhdyskuntalautakunnan vpj 2017-2019. Rakennuslautakunnan pj 2013-2017, PPSHP:n hallituksen jäsen 2017-.2021;alempi korkeakoulututkinto;0;0;1;0;;192;;;0;;0;;;428
2023;2019;19220;OUL;12;VIHR;6;7,87;74;155;0;0;61;0;FI;0;0;0;0;;Diplomi-insinööri, senior-konsultti;0;3,000;0;5000;Nykyisiä: Oulun Vihreiden varapuheenjohtaja. Vihreiden Yrittäjien puheenjohtaja. TalousVihreiden hallitus (ja aiemmin sen pj). Vihreiden ulko- ja turvallisuuspoliittisen työryhmän puheenjohtaja yhdessä toisen kanssa. Vihreiden talous- ja elinkeinopoliittisen työryhmän jäsen. Vihreiden puoluehallitus, vj. Kuntien takauskeskuksen valtuuskunta, vj.;ylempi korkeakoulututkinto;0;0;0;0;;138;;;0;;0;;;131
2023;2019;14180;HEL;1;VAS;5;11,13;80;1524;1466;0;42;1;FI;0;0;1;0;;sosiaali- ja terveysministerin erityisavustaja;1700;3,000;0;5000;Kasvatus- ja koulutuslautakunta, Helsinki;ylempi korkeakoulututkinto;0;0;1;0;;980;;;0;;0;;;0
2023;2019;14128;HÄM;6;VAS;5;7,37;110;1315;1695;0;44;1;FI;0;0;1;1;;oikeusmuotoilija, kuvataiteilija;1186;3,000;0;5000;10 vuotta kaupunginvaltuutettuna, 8 vuotta ryhmäpuheenjohtajana, sivistyslautakunnan vpj, aluevaltuutettu ja puoluehallituksen jäsen;ylempi korkeakoulututkinto;0;0;1;0;;742;;;2076;;0;;;1111
2023;2019;15363;VAR;3;VAS;5;12,84;72;1023;718;0;37;1;FI;0;0;1;1;;akuuttilääketieteeseen erikoistuva lääkäri, tohtorikoulutettava;563;3,000;0;5000;Kaupunginvaltuutettu 2019-, Varsinais-Suomen aluevaltuuston varapuheenjohtaja 2022-, lautakunta- ja toimikunta jäsenyyksiä ja varajäsenyyksiä useita kunnallisia, ylikunnallisia ja hyvinvointialuuella;ylempi korkeakoulututkinto;0;0;1;0;;183;;;0;;0;;;136
2023;2019;12077;PIR;7;VAS;5;8,14;128;968;1855;0;47;0;FI;0;0;1;1;;Rahoitus- ja kehittämispäällikkö;1357;3,000;0;5000;Kaupunginvaltuutettu, aluevaltuutettu, Euroopan alueiden komitean jäsen, apulaispormestari, kaupunginhallituksen jäsen;ylempi korkeakoulututkinto;0;0;1;0;;471;;;0;;0;;;1845
2023;2019;15548;VAR;3;VAS;5;12,84;74;856;1229;0;35;1;FI;0;0;1;1;;Digitaalisen markkinoinnin asiantuntija;675;3,000;0;5000;Kaupunginvaltuuston ja -hallituksen jäsen, aluevaltuuston jäsen ja aluehallituksen varajäsen, aluehallituksen konsernijaoston jäsen, maakuntavaltuuston vpj;ylempi korkeakoulututkinto;0;0;1;0;;222;;;0;;0;;;853
2023;2019;18587;UUS;2;VAS;5;4,8;98;778;0;0;47;1;FI;0;0;1;0;;toiminnanjohtaja;132;3,000;0;5000;Olen Hyvinkään kaupunginvaltuutettu ja tarkastuslautakunnan vara-pj, Hyvinkään vasemmiston puheenjohtaja, Uudenmaan piirihallituksen jäsen. Enempään ei aika riitä, tässäkin jo pitkä lista.;ylempi korkeakoulututkinto;0;0;0;0;;79;;;0;;0;;;0
2023;2019;15149;LAP;13;VAS;5;14,16;4;728;256;0;30;1;FI;0;0;0;0;;Ammattiliittotyöntekijä;566;3,000;0;5000;Puoluehallituksen jäsen, Vasemmistoliitto, 2022-,  Kaupunginvaltuutettu, Rovaniemi, 2022- (varavaltuutettu 2021-2022), Ympäristölautakunnan jäsen, Rovaniemi, 2021-,  Puheenjohtaja, Vasemmistoliiton Rovaniemen kunnallisjärjestö, 2022,  Puheenjohtaja, Lapin Vasemmistonuoret, 2019-2021,  1. varapuheenjohtaja, Vasemmistonuoret, 2020-2021,  Hallituksen jäsen, Vasemmisto-opiskelijat, 2019 ja 2022,  Varapuheenjohtaja, Vasemmisto-opiskelijat, 2018  ;alempi korkeakoulututkinto;0;0;1;0;;108;;;0;;0;;;1667
2023;2019;15776;LAP;13;VAS;5;14,16;12;707;550;0;38;1;FI;0;0;1;0;;sosiaalityöntekijä;0;3,000;0;5000;Rovaniemen kaupunginvaltuutettu vuodesta 2012 lähtien. Vasemmistoliiton valtuustoryhmän puheenjohtaja. Lapin liiton valtuuston jäsen. Hyvinvointialueen varavaltuutettu.;ylempi korkeakoulututkinto;0;0;1;0;;217;;;0;;0;;;0
2023;2019;19178;LAP;13;VAS;5;14,16;13;648;0;0;39;1;FI;0;0;0;1;;Sairaanhoitaja;144;3,000;0;5000;Politiikassa olen ollut mukana muutaman vuoden ajan. Olen Lapin aluevaltuutettu, aluehallituksen varajäsen ja Rovaniemen hyvinvointilautakunnan jäsen. Perehdyn asioihin, pystyn yhteistyöhön erilaisten ihmisten ja eri puolueiden edustajien kanssa. Uskallan tuoda omat mielipiteeni esille ja tarvittaessa olla rohkeasti eri mieltä. Uskon kuitenkin siihen, että sopimusyhteiskunnan ja demokratian elementeillä saadaan paras lopputulos aikaiseksi.;alempi korkeakoulututkinto;0;0;0;0;;107;;;0;;0;;;0
2023;2019;18749;UUS;2;VAS;5;4,8;100;608;0;0;41;0;FI;0;0;1;1;;Muusikko, soitonopettaja;187;3,000;0;5000;Kaupunginvaltuusto, aluevaltuusto;alempi korkeakoulututkinto;0;0;0;0;;214;;;0;;0;;;0
2023;2019;18627;SKA;9;VAS;5;7,18;97;540;0;0;36;1;FI;0;0;1;0;;Varasto- ja logistiikkaoperaattori ;273;3,000;0;5000;;ammattitutkinto;0;0;0;0;;109;;;0;;0;;;0
2023;2019;19539;HEL;1;VAS;5;11,13;65;443;0;0;28;0;98;0;0;0;0;;opiskelija, ohjaaja;0;3,000;0;5000;Poliittiset nuorisojärjestöt;alempi korkeakoulututkinto;0;0;0;0;;;;;0;;0;;;67
2023;2019;18962;SAT;4;VAS;5;9,96;44;241;0;0;40;0;FI;0;0;0;0;;Prosessityöntekijä, pääluottamusmies;0;3,000;0;5000;Kunnallistasolta valtuusto- ja lautakuntatoiminnasta.;ylioppilas;0;0;0;0;;6;;;0;;0;;;0
2023;2019;19102;UUS;2;VAS;5;4,8;108;173;0;0;44;1;FI;0;0;0;0;;Product Owner;20;3,000;0;5000;;ylempi korkeakoulututkinto;0;0;0;0;;61;;;0;;0;;;0
2023;2019;19008;VAR;3;VAS;5;12,84;78;136;0;0;32;0;FI;0;0;0;0;;Lääketyöntekijä;0;3,000;0;5000;SAK:n aluetoimikunnan puheenjohtaja ja piirihallituksen jäsen;ammattitutkinto;0;0;0;0;;26;;;0;;0;;;0
2023;2019;19185;VAA;10;KD;8;6,67;93;1126;0;0;40;1;FI;0;0;0;0;;Valtiotieteiden maisteri, yrittäjä;147;2,000;0;5000;Olen toiminut Kristillisdemokraateissa viisitoista vuotta ja viimeiseksi Keski-Pohjanmaan piirin puheenjohtajana ja puoluehallituksessa. Aluevaltuustossa Keski-Pohjanmaan hyvinvointialueella olen valtuutettu ja KD ryhmän puheenjohtaja. Toimin myös Kokkolan kaupungin, hyvinvointialueen, NordLabin ja Kvarnenin tarkastuslautakunnissa sekä Nuorisokeskus Villa Elban hallituksessa..;ylempi korkeakoulututkinto;0;0;0;0;;112;;;0;;0;;;186
