year;last_election;candidate_id;district;district_id;party;party_id;party_prefvote_lag;candidate_nr;prefvote;prefvote_lag;elected;age;sex;language;prevterm;mep;municipal_seat;regional_seat;occupation;occupation_category;fb_likes;party_relevance;campaign_budget;campaign_budget_2023;political_experience_self_reported;education;legserv;party_leader;pyear_run;last_presidential_elections;last_presidential_elections_vote_share;last_municipal_votes;last_municipal_vote_share;last_eu_vote_share;last_eu_votes;votes_comparative;party_changed;cabinet_last_parliament;dist_bkt_change;twitter_followers
2023;2019;15376;LAP;13;PS;3;17,19;54;161;698;0;58;0;FI;0;0;0;0;;yrittäjä;0;4,000;0;1000;3:s kausi valtuustossa ja teknisessä lautakunnassa.;ammattitutkinto;0;0;1;0;;41;;;0;;0;;;0
2023;2019;19098;SKA;9;VAS;5;7,18;99;150;0;0;64;0;FI;0;0;0;0;;Näyttelijä FIA;793;3,000;0;2000;;joku muu;0;0;0;0;;60;;;0;;0;;;0
2023;2019;19452;OUL;12;KOK;1;10,96;168;1916;0;0;64;0;FI;0;0;0;0;;valmentaja;0;4,000;0;10000;;ylioppilas;0;0;0;0;;;;;0;;0;;;0
2023;2019;18941;VAA;10;KOK;1;11,77;77;478;0;0;77;0;SV;0;0;1;1;;Yrittäjä;0;4,000;0;10000;Kunnallispolitiikka kymmeniä vuosia, yrittäjäjärjestötoimintaa;ylempi korkeakoulututkinto;0;0;0;0;;88;;;0;;0;;;0
2023;2019;16056;PIR;7;VAS;5;8,14;144;1665;1207;0;33;0;FI;0;0;1;0;;Alueasiamies;1985;3,000;0;10000;Olen kokenut vaikuttaja sekä toiminut niin valtakunnallisen nuorisoliiton puheenjohtajana, kuin kansalaisyhteiskunnan kollektiiveissa ja Valtion nuorisoneuvoston kaltaisissa valtiollisissa toimielimissä.;ylioppilas;0;0;1;0;;1004;;;0;;0;;;4359
2023;2019;12962;VAA;10;KD;8;6,67;105;1918;1372;0;48;1;FI;0;0;1;0;;luokanopettaja, KM;756;2,000;0;10000;Kaupunginvaltuusto, hyvinvointialuevaltuusto, lautakunnat;ylempi korkeakoulututkinto;0;0;1;0;;394;;;0;;0;;;169
2023;2019;16090;VAA;10;RKP;7;21,08;56;562;858;0;67;0;SV;0;0;1;1;;Lupapalveluyksikön johtaja, ylikomisario;460;2,000;0;10000;Useampia vuosikymmeniä mm. Kokkolan kaunpunginvaltuuston jäsenä. Kokkolan ympäristö- ja rakennuslautakunnan puheenjohtajana (nyt varapuheenjohtajana), Keski-Pohjanmaan maakuntavaltuuston jäsenenä. Monta kautta Söfukin ja Centria ammattikorkeakoulun hallituksessa. Kokkolan seurakuntayhtymän yhteisen kirkkovaltuuston jäsenenä ja yhteisen kirkkoneuvoston jäsenenä. Porvoon hiippakuntavaltuuston jäsenenä ja Finands svenska folktingetin edustajana.;ylempi korkeakoulututkinto;0;0;1;0;;242;;;0;;0;;;0
2023;2019;18634;VAA;10;PS;3;17,08;145;2016;0;0;55;0;FI;0;0;1;0;;Vastaava koulukuraattori;0;4,000;0;11000;Vaasan hallinto-oikeuden asiantuntijajäsen, Tarkastuslautakunnan varapuheenjohtaja, Hyvinvointialueen yksilöjaoston jäsen, Seurakunnan kappelineuvoston jäsen;ylempi korkeakoulututkinto;0;0;0;0;;115;;;0;;0;;;18985
2023;2019;15939;HEL;1;SDP;2;13,59;190;628;397;0;45;1;FI;0;0;0;0;;Koulutuksen ja työelämän asiantuntija, sopimusneuvottelija;1360;4,000;0;20000;SDP Helsinki 1. varapuheenjohtaja;ylempi korkeakoulututkinto;0;0;1;0;;200;;;0;;0;;;941
2023;2019;18799;SKA;9;KESK;4;22,78;119;2123;0;0;67;0;FI;0;0;1;1;;Maakuntaneuvos;0;4,000;0;25000;Olen toiminut kaupunginvaltuutettuna vuodesta 1977 alkaen, ensin Suonenjoella ja sitten vuodesta 2000 saakka Kuopiossa, jossa olen toiminut myös kaupunginvaltuuston puheenjohtajana. Olen ollut 12 vuotta Pohjois-Savon maakuntaliiton sekä Myrrin hallituksen puheenjohtjana sekä 10 vuotta Pohjois-Savon sairaanhoitopiirin hallituksen puheenjohtajana. Kansanedustajana olen työskennellyt kuusi kautta.;ylioppilas;0;0;0;0;;295;;;0;;0;;;3
2023;2019;12034;VAR;3;KOK;1;18,95;197;4334;7218;0;57;1;FI;1;0;1;0;;Kansanedustaja;3374;4,000;0;30000;Kuntapolitiikka 2004-, maakuntahallitus 2005-, kansanedustaja 2007-;ylempi korkeakoulututkinto;1;0;1;0;;617;;;0;;0;;;9130
2023;2019;14977;KES;11;PS;3;18,04;55;5118;1675;1;45;1;FI;0;0;0;0;;Lähihoitaja;2249;4,000;0;30000;yväskylän kaupunginvaltuutettu ja kaupunginhallituksen jäsen Keski-Suomen aluevaltuutettu ja aluehallituksen jäsen Aluehallituksen edustaja Lasten, nuorten ja perheiden lautakunnassa Alva-yhtiöt oy hallituksen jäsen, Keski-Suomen liiton valtuutettu, PS piirihallituksen jäsen;ammattitutkinto;0;0;1;0;;676;;;0;;0;;;0
2023;2019;11037;HEL;1;PS;3;12,26;193;22081;30596;1;51;0;FI;1;0;1;0;;kansanedustaja;11066;4,000;0;2000;;ylempi korkeakoulututkinto;1;0;1;0;;18978;;;0;;0;;;117918
2023;2019;19825;PIR;7;SDP;2;22,1;17;6274;0;1;38;0;FI;0;0;0;0;;Psykoterapeutti, mielenterveysvaikuttaja ;0;4,000;0;3000;;alempi korkeakoulututkinto;0;0;0;0;;;;;0;;0;;;0
2023;2019;18830;PIR;7;PS;3;17,32;149;10525;0;1;27;0;FI;0;0;1;1;;Rakennusmaalari (pintakäsittelijä);15605;4,000;0;4000;Toimin Sastamalassa kaupunginvaltuutettuna sekä kaupunginhallituksen jäsenenä. Pirkanmaan hyvinvointialueella toimin valtuuston 2. varapuheenjohtajana. Aiemmin toimin Perussuomalaiset rp.n nuorisojärjestön puheenjohtajana kaksi kautta.;ammattitutkinto;0;0;0;0;;387;;;0;;0;;;12300
2023;2019;19893;KAA;8;VIHR;6;9,4;31;253;0;0;62;1;FI;0;0;0;0;;Palvelualuejohtaja;0;3,000;0;100;Puolueyhdistyksessä;ylempi korkeakoulututkinto;0;0;0;0;;;;;0;;0;;;0
2023;2019;18982;HÄM;6;VIHR;6;8,43;40;85;0;0;59;1;FI;0;0;0;0;;Määräaikaisella työkyvyttömyyseläkkeellä;299;3,000;0;100;Olen toiminut kunnan luottamustehtävissä vuodesta 2017. Tällä hetkellä olen tarkastuslautakunnan jäsen.;ylempi korkeakoulututkinto;0;0;0;0;;16;;;0;;0;;;0
2023;2019;19109;LAP;13;VIHR;6;9,72;38;51;0;0;46;0;FI;0;0;0;0;;Asiantuntija ;0;3,000;0;100;;alempi korkeakoulututkinto;0;0;0;0;;66;;;0;;0;;;322
2023;2019;19725;UUS;2;RKP;7;9,08;429;174;0;0;42;1;SV;0;0;0;0;;Varhaiskasvatusyksikön johtaja;0;2,000;0;100;Kuntapolitiikka: lautakuntatyö;ylempi korkeakoulututkinto;0;0;0;0;;;;;0;;0;;;542
2023;2019;19095;LAP;13;VIHR;6;9,72;39;165;0;0;50;1;FI;0;0;0;0;;professori, dekaani, taiteilija;467;3,000;0;150;Olen ollut mukana Vihreiden naisten, Rovaniemen ja Lapin vihreiden toiminnassa. Toimin Rovaniemen Kehitys Oyn hallituksen puheenjohtajana vihreiden edustajana.;ylempi korkeakoulututkinto;0;0;0;0;;59;;;0;;0;;;0
2023;2019;19561;LAP;13;VIHR;6;9,72;33;419;0;0;41;1;FI;0;0;0;0;;Luonnontieteiden opettaja;394;3,000;0;200;Kunnan varavaltuutettu;ylempi korkeakoulututkinto;0;0;0;0;;;;;0;;0;;;0
2023;2019;19172;SAT;4;VIHR;6;5,97;70;333;0;0;40;1;FI;0;0;0;0;;opiskelija;0;3,000;0;200;Olen ollut maakuntavaltuutettu, kunnanvaltuutettu, jäsen teknisessä ja vaalilautakunnassa sekä tarkastuslautakunnan varapuheenjohtaja;ylempi korkeakoulututkinto;0;0;0;0;;101;;;0;;0;;;0
2023;2019;19015;HÄM;6;VIHR;6;8,43;43;80;0;0;67;0;FI;0;0;0;0;;Psykiatrinen sairaanhoitaja, eläkeläinen;0;3,000;0;200;Hämeenlinnan Vihreät hallituksen varapuheenjohtaja 2017-20 ja 2022. Karjalohjan sivistys- ja perusturvalautakunta 1992-1996;joku muu;0;0;0;0;;27;;;0;;0;;;0
2023;2019;19182;SAT;4;VAS;5;9,96;40;178;0;0;66;0;FI;0;0;0;0;; Eläkkeellä;0;3,000;0;200;Kaupunginvaltuuston varajäsen, ympäristöterveysjaosto jäsen, hyv.aluevaltuuston varajäsen, varautuminen ja turvallisuuslautakunta jäsen hyvinvointialue;ammattitutkinto;0;0;0;0;;109;;;0;;0;;;0
2023;2019;19057;HÄM;6;VAS;5;7,37;108;137;0;0;46;0;FI;0;0;0;0;;veroasiantuntija;181;3,000;0;200;;ammattitutkinto;0;0;0;0;;42;;;0;;0;;;0
2023;2019;12818;UUS;2;KD;8;2,73;175;106;136;0;59;0;FI;0;0;0;0;;Yrittäjä;0;2,000;0;200;Kaupunginvaltuutettu, kaupunginvaltuuston 2.varapuheenjohtaja, varakansanedustaja, sosiaali-ja terveyslautakunnan jäsen, HUS-valtuuston jäsen,  tarkastuslautakunnan puheenjohtaja.;ylempi korkeakoulututkinto;0;0;1;0;;77;;;0;;0;;;0
2023;2019;18689;VAA;10;VIHR;6;4,19;17;553;0;0;23;1;FI;0;0;1;0;;Korkeakouluopiskelija, hallintotieteiden ylioppilas;0;3,000;0;300;Vaasan kaupunginvaltuutettu, Vaasan kaupunkiympäristölautakunnan jäsen sekä Espoon Vihreiden nuorten viestintävastaava;ylioppilas;0;0;0;0;;157;;;0;;0;;;0
2023;2019;19602;KES;11;VIHR;6;11,43;78;120;0;0;65;0;FI;0;0;0;0;;Toimitusjohtaja ;26;3,000;0;300;;ylempi korkeakoulututkinto;0;0;0;0;;;;;0;;0;;;0
2023;2019;15689;HEL;1;VAS;5;11,13;81;1095;2229;0;63;0;FI;0;0;1;0;;Kirjoittaja, puhuja, suomentaja, äänikirjojen lukija, muusikko;1963;3,000;0;300;;alempi korkeakoulututkinto;0;0;1;0;;821;;;3648;;0;;;0
2023;2019;19584;PIR;7;VAS;5;8,14;146;201;0;0;67;0;FI;0;0;0;0;;Matematiikan professori;137;3,000;0;300;Varavaltuutettu, tarkastuslautakunnan jäsen;ylempi korkeakoulututkinto;0;0;0;0;;;;;0;;0;;;0
2023;2019;15485;SKA;9;VAS;5;7,18;98;170;273;0;30;0;FI;0;0;0;0;;Prosessinhoitaja ;0;3,000;0;300;Jätelautakunnan jäsen, Kuopion Vasemmistoliiton Puheenjohtaja ja Sihteeri, Vasemmistonuorten hallituksen jäsen viimekaudella;ammattitutkinto;0;0;1;0;;46;;;0;;0;;;0
2023;2019;18965;VAA;10;VAS;5;3,31;154;61;0;0;44;0;FI;0;0;0;0;;Koulunkäynnin ohjaaja;0;3,000;0;300;Kunnallisvaaliehdokas;alempi korkeakoulututkinto;0;0;0;0;;6;;;0;;0;;;0
2023;2019;18762;LAP;13;VIHR;6;9,72;31;216;0;0;45;1;FI;0;0;1;0;;Apulaisprofessori;638;3,000;0;397;Kunnanvaltuutettu ja tarkastuslautakunnan jäsen Rovaniemellä;ylempi korkeakoulututkinto;0;0;0;0;;229;;;0;;0;;;653
2023;2019;18866;KAA;8;PS;3;18,86;58;5142;0;0;49;0;FI;0;0;1;1;;Vanhempi konstaapeli, hälytys- ja valvontasektori;0;4,000;0;400;Noin 12 vuotta kuntasektorin luottamustehtäviä perussuomalaisena.;ammattitutkinto;0;0;0;0;;680;;;0;;0;;;43
2023;2019;19199;SKA;9;VIHR;6;9,64;144;178;0;0;50;1;FI;0;0;0;0;;sairaanhoitaja, TtM;0;3,000;0;400;Olen ollut Kuopion kaupungin valtuuston varavaltuutettu, Kuopion perusturva- ja terveyslautakunnan jäsen ja tällä hetkellä olen Pohjois-Savon maakuntahallituksen jäsen;ylempi korkeakoulututkinto;0;0;0;0;;120;;;0;;0;;;0
2023;2019;19062;KAA;8;VAS;5;4,23;126;589;0;0;29;1;FI;0;0;0;0;;opiskelija;123;3,000;0;400;Toimin Kotkan kaupungin hyvinvointilautakunnan jäsenenä, olen Kotkan Vasemmistoliiton toimikunnan sihteeri, sekä olen jäsenenä valtakunnallisen Vasemmistonaisten hallituksessa, sekä Itä-Suomen vasemmistonuorten hallituksessa.;;0;0;0;0;;44;;;0;;0;;;0
2023;2019;19330;UUS;2;VAS;5;4,8;118;97;0;0;76;0;FI;0;0;0;0;;emeritus tutkija, eläkeläinen;179;3,000;0;400;Jyväskylässä aiemmin kaupunginhallituksen jäsen, Vasemmistoliiton kunnallistoimikunnan ja piirihallituksen jäsen. Nyt Vantaan vasemmiston jäsen.;ylempi korkeakoulututkinto;0;0;0;0;;;;;0;;0;;;145
2023;2019;20212;OUL;12;KD;8;2,21;103;66;0;0;63;1;FI;0;0;0;0;;Pelastustoimen johtokunta;0;2,000;0;407;Maakuntavaltuutettu, Käräjäoikeus, Sosiaali ja terveyslautakunta ;ammattitutkinto;0;0;0;0;;;;;0;;0;;;83
2023;2019;19052;UUS;2;VIHR;6;13,47;214;124;0;0;46;0;FI;0;0;0;0;;Sovelluskehittäjä, partneri;232;3,000;0;449;Olen toiminut Mäntsälän kuntapolitiikassa valtuutettuna sekä muissa kunnallisissa luottamustehtävissä.;ylempi korkeakoulututkinto;0;0;0;0;;40;;;0;;0;;;0
2023;2019;19597;VAR;3;KD;8;1,85;26;98;0;0;50;0;FI;0;0;0;0;;Myyntineuvottelija / Osa-eläkeläinen;57;2,000;0;497;Kaupunginvaltuutettu, Tekninen lautakunta, Vammaisneuvosto;ammattitutkinto;0;0;0;0;;;;;0;;0;;;0
2023;2019;19873;LAP;13;PS;3;17,19;55;140;0;0;52;1;FI;0;0;0;0;;taiteileva myyjä;0;4,000;0;498;vaalityössä mukana edellisissä eduskuntavaaleissa;ammattitutkinto;0;0;0;0;;;;;0;;0;;;0
2023;2019;19856;LAP;13;KESK;4;29,2;80;329;0;0;38;1;FI;0;0;0;0;;Projektipäällikkö;0;4,000;0;500;Kansanedustajan avustajana toimiminen;ylempi korkeakoulututkinto;0;0;0;0;;;;;0;;0;;;0
2023;2019;19627;PIR;7;KESK;4;8,87;28;179;0;0;62;1;FI;0;0;0;0;;Varhaiskasvatuksen opettaja;0;4,000;0;500;Kuntapolitiikassa kahdella kaudella varajäsenyys;alempi korkeakoulututkinto;0;0;0;0;;;;;0;;0;;;0
2023;2019;18903;UUS;2;PS;3;15,86;322;899;0;0;57;0;FI;0;0;1;0;;Yrittäjä;485;4,000;0;500;Olen Espoon kaupunginvaltuutettu, Perussuomalaisten Espoon valtuustoryhmän puheenjohtaja ja Länsi-Uudenmaan hyvinvointialueen varavaltuutettu.;ylempi korkeakoulututkinto;0;0;0;0;;362;;;0;;0;;;3544
2023;2019;18698;UUS;2;PS;3;15,86;337;673;0;0;48;1;FI;0;0;1;0;;Johtava asiantuntija;0;4,000;0;500;;ylempi korkeakoulututkinto;0;0;0;0;;162;;;0;;0;;;1757
2023;2019;19201;HEL;1;PS;3;12,26;194;362;0;0;55;0;FI;0;0;0;0;;toimittaja, tietokirjailija;0;4,000;0;500;;ylioppilas;0;0;0;0;;121;;;0;;0;;;0
2023;2019;19875;HEL;1;PS;3;12,26;199;353;0;0;21;0;FI;0;0;0;0;;;0;4,000;0;500;;peruskoulu;0;0;0;0;;;;;0;;0;;;0
2023;2019;18861;SAT;4;KOK;1;14,15;92;1678;0;0;30;0;FI;0;0;1;0;;toimitusjohtaja, yrittäjä;990;4,000;0;500;Poliittista kokemusta löytyy yli 10-vuotta niin maakunnallisista kuin kunnallisista luottamustehtävistä. Toimin tällä hetkellä Porissa teknisen lautakunnan puheenjohtajana, kaupunginvaltuutettuna ja kaupunginhallituksen varajäsenenä. Lisäksi toimin maakuntavaltuuston jäsenenä.;alempi korkeakoulututkinto;0;0;0;0;;596;;;5898;;0;;;573
2023;2019;19780;OUL;12;VIHR;6;7,87;80;765;0;0;52;0;FI;0;0;0;0;;Lääketieteellinen johtaja, FVR - Suomen rokotetutkimus;0;3,000;0;500;;ylempi korkeakoulututkinto;0;0;0;0;;;;;0;;0;;;0
2023;2019;13556;OUL;12;VIHR;6;7,87;67;377;806;0;40;0;FI;0;0;1;1;;Biologi, Filosofian tohtori;389;3,000;0;500;2. kauden kaupunginvaltuutettu Oulussa, Maakuntahallituksen varapuheenjohtaja, Hyvinvointialueen (Pohteen) hallituksen jäsen;ylempi korkeakoulututkinto;0;0;1;0;;334;;;0;;0;;;0
2023;2019;19902;UUS;2;VIHR;6;13,47;206;375;0;0;34;0;FI;0;0;0;0;;vt. Sosiaaliohjaaja;1824;3,000;0;500;Kirkkovaltuusto- ja neuvosto;alempi korkeakoulututkinto;0;0;0;0;;;;;0;;0;;;0
2023;2019;19247;SAT;4;VIHR;6;5,97;71;342;0;0;19;1;FI;0;0;0;0;;Kaupan myyjä;0;3,000;0;500;Kaupunginvaltuutettu, aluevaltuutettu ja sivistyslautakunnan jäsen;ylioppilas;0;0;0;0;;179;;;0;;0;;;0
2023;2019;12326;KES;11;VIHR;6;11,43;71;304;563;0;51;0;FI;0;0;0;0;;Potilaskuljettaja ;0;3,000;0;500;Jkl kaupunki, perusturvalautakunta 2 kautta, sivistyslautakunta 1 kausi, kaupunginvaltuusto 1 kausi ;ammattitutkinto;0;0;1;0;;99;;;0;;0;;;0
2023;2019;19774;SAT;4;VIHR;6;5,97;74;297;0;0;28;1;FI;0;0;0;0;;Sairaanhoitaja / somevaikuttaja;0;3,000;0;500;;alempi korkeakoulututkinto;0;0;0;0;;;;;0;;0;;;0
2023;2019;19853;LAP;13;VIHR;6;9,72;35;184;0;0;34;1;FI;0;0;0;0;;Kulttuurityöntekijä ja vapaa-aikaohjaaja, nuorisovaltuuston tukiaikuinen, Kansalaisopiston ompelun opettaja;72;3,000;0;500;Inarin kunnan varavaltuutettu 2021-> Lapin Vihreiden piirihallitus 2021 -> Pohjois-Lapin Vihreät PJ 2022->;ammattitutkinto;0;0;0;0;;;;;0;;0;;;0
2023;2019;19955;KES;11;VIHR;6;11,43;80;137;0;0;52;1;FI;0;0;0;0;;musiikinopettaja;0;3,000;0;500;Kunnallispolitiikassa 2004-2021 ja kirkollispolitiikassa parhaillaan.;joku muu;0;0;0;0;;;;;0;;0;;;0
2023;2019;18974;SAT;4;VIHR;6;5,97;78;64;0;0;45;0;FI;0;0;0;0;;Laivanselvittäjä;54;3,000;0;500;;ylempi korkeakoulututkinto;0;0;0;0;;12;;;0;;0;;;0
2023;2019;19806;SAT;4;VIHR;6;5,97;72;58;0;0;36;0;FI;0;0;0;0;;kiskokalustosuunnittelija;0;3,000;0;500;Rauman Vihreiden pj., Satakunnan Vihreiden vpj.;ylempi korkeakoulututkinto;0;0;0;0;;;;;0;;0;;;0
2023;2019;19255;PIR;7;VAS;5;8,14;145;335;0;0;61;1;FI;0;0;0;0;;lehtori, kansainvälisten asioiden koordinaattori;364;3,000;0;500;kuntavaaliehdokkuus 2008 (Vihreät), 2017 ja 2021 (Vasemmistoliitto);ylempi korkeakoulututkinto;0;0;0;0;;199;;;0;;0;;;0
2023;2019;18625;VAR;3;VAS;5;12,84;77;260;0;0;61;0;FI;0;0;1;0;;tulisijamuurari;0;3,000;0;500;Nousiaisten kunnanvaltuuston puheenjohtaja 2017-2021, kunnanvaltuutettu 1990-2002, 2021-, teknisen- ja tarkastuslautakunnan puheenjohtaja 2021-;peruskoulu;0;0;0;0;;106;;;0;;0;;;0
2023;2019;19670;HÄM;6;VAS;5;7,37;117;87;0;0;40;0;FI;0;0;0;0;;Luontoyrittäjä;0;3,000;0;500;Varavaltuutettu Asikkalassa 2017-2021 (valtuutettu 5-7/2021), tarkastuslautakunta;ammattitutkinto;0;0;0;0;;;;;0;;0;;;0
2023;2019;19499;UUS;2;VAS;5;4,8;119;83;0;0;31;0;FI;0;0;0;0;;Asuntosihteeri;0;3,000;0;500;;alempi korkeakoulututkinto;0;0;0;0;;;;;0;;0;;;1192
2023;2019;18964;SKA;9;VAS;5;7,18;100;78;0;0;71;0;FI;0;0;0;0;;eläkeläinen;0;3,000;0;500;puoluehallitus ja -valtuusto;ylempi korkeakoulututkinto;0;0;0;0;;6;;;0;;0;;;0
2023;2019;15605;HÄM;6;KD;8;5,7;97;161;228;0;44;0;FI;0;0;0;0;;Matematiikan ja kemian lehtori (FM), apologi (M.A.);113;2,000;0;500;;ylempi korkeakoulututkinto;0;0;1;0;;15;;;0;;0;;;320
2023;2019;14789;SAT;4;KD;8;2,69;36;138;206;0;36;1;FI;0;0;0;0;;YTM, Sairaanhoitaja ;0;2,000;0;500;2012-2016 Käräjäoikeuden lautamies, 2017-2022 Porin Satama oy:n hallituksen jäsen ;ylempi korkeakoulututkinto;0;0;1;0;;48;;;0;;0;;;0
2023;2019;11954;UUS;2;KD;8;2,73;191;121;140;0;75;0;FI;0;0;1;0;;pastori, eläkeläinen;0;2,000;0;500;Olen ollut kunnanvaltuutettuna ja eri valiokunnissa vuodesta 1989 lähtien;ylempi korkeakoulututkinto;0;0;1;0;;104;;;0;;0;;;0
2023;2019;19789;UUS;2;KD;8;2,73;180;86;0;0;28;0;FI;0;0;0;0;;Luokanopettajaopiskelija;0;2,000;0;500;Kirkkovaltuuston jäsenyys 2015-2020;ylioppilas;0;0;0;0;;;;;0;;0;;;0
2023;2019;19069;HÄM;6;RKP;7;0,24;17;98;0;0;60;0;SV;0;0;0;0;;;0;2,000;0;500;;alempi korkeakoulututkinto;0;0;0;0;;46;;;0;;0;;;0
2023;2019;19030;OUL;12;RKP;7;0,17;134;92;0;0;22;1;SV;0;0;0;0;;Järjestöassistentti;0;2,000;0;500;;ylioppilas;0;0;0;0;;34;;;0;;0;;;0
2023;2019;18766;LAP;13;VIHR;6;9,72;41;615;0;0;43;1;FI;0;0;1;0;;Juristi;556;3,000;0;501;Olen kaupunginvaltuutettu, valtuustoryhmän puheenjohtaja ja sivistyslautakunnan jäsen. Olen Vihreiden Naisten hallituksen jäsen ja puoluevaltuuston varajäsen. ;ylempi korkeakoulututkinto;0;0;0;0;;233;;;0;;0;;;184
2023;2019;19481;HÄM;6;KD;8;5,7;104;315;0;0;42;0;FI;0;0;0;0;;Ohjaaja, järjestötyöntekijä;0;2,000;0;600;;ylioppilas;0;0;0;0;;;;;0;;0;;;15
2023;2019;8467;HEL;1;VAS;5;11,13;64;862;929;0;57;1;98;0;0;0;0;;Kätilö AMK;0;3,000;0;700;Suomessa Helsingin kaupungin valtuutettu;alempi korkeakoulututkinto;0;0;1;0;;;;;0;;0;;;0
2023;2019;19628;VAA;10;KD;8;6,67;103;515;0;0;63;1;FI;0;0;0;0;;Hammaslääkäri ;144;2,000;0;700;;ylempi korkeakoulututkinto;0;0;0;0;;;;;0;;0;;;0
2023;2019;19122;UUS;2;KD;8;2,73;166;473;0;0;50;0;SV;0;0;0;0;;Aluepäällikkö;59;2,000;0;700;Varavaltuutettu Porvoossa;ammattitutkinto;0;0;0;0;;72;;;0;;0;;;0
2023;2019;19580;KES;11;VIHR;6;11,43;70;208;0;0;53;1;FI;0;0;0;0;;sairaanhoitaja, kirjailija;166;3,000;0;750;;alempi korkeakoulututkinto;0;0;0;0;;;;;0;;0;;;0
2023;2019;19080;UUS;2;KD;8;2,73;160;269;0;0;45;1;FI;0;0;0;0;;kasvatustieteen maisteri, lähihoitaja;0;2,000;0;750;"Loimaan kaupunginvaltuuston jäsen v.2000-2004; Tarkastuslautakunnan jäsen v.2000-2004. KD Loimaan johtokunta v..2000.-2004,  Yksilöasioiden jaoston varajäsen v.2021-2022 Espoo, KD Espoon johtokunta 2017-2019, 2023- , KD:n jäsen vuodesta 2000";ylempi korkeakoulututkinto;0;0;0;0;;51;;;0;;0;;;0
2023;2019;19940;PIR;7;VIHR;6;12,42;62;645;0;0;26;1;FI;0;0;0;1;;Sairaanhoitaja;0;3,000;0;800;Aluevaltuutettu;alempi korkeakoulututkinto;0;0;0;0;;;;;0;;0;;;0
2023;2019;15577;KES;11;VIHR;6;11,43;75;509;627;0;41;1;FI;0;0;0;0;;KM, varhaiskasvatuksen opettaja;511;3,000;0;800;Toisen kauden kaupunginvaltuutettu, valtuustoryhmän puheenjohtaja, maakuntahallituksen 2.vpj, sivistyslautakunnan pj, sivistyslautakunnan jäsen, kaupunginhallituksen varajäsen, elinkeino- ja työllisyysjaoston varajäsen, Osuuskauppa Keskimaan edustajiston jäsen, Perheasiain neuvottelukunnan ja palvelevan puhelimen yhteisjohtokunnan jäsen, Keski-Suomen Vihreät ry piirihallituksen jäsen, Jyväskylän Vihreät ry puheenjohtaja, Vihreiden puoluevaltuuston varajäsen, Jyväskylän kesäyliopistosäätiön hallituksen jäsen, Keski-Suomen Tieteen ja teknologian vihreät ry hallituksen jäsen, Keski-Suomen maakuntavaltuutettu, Vihreän maakuntavaltuustoryhmän pj;ylempi korkeakoulututkinto;0;0;1;0;;184;;;0;;0;;;0
2023;2019;15254;OUL;12;VIHR;6;7,87;72;140;208;0;51;1;FI;0;0;1;0;;matemaattisten aineiden opettaja;135;3,000;0;800;;ylempi korkeakoulututkinto;0;0;1;0;;51;;;0;;0;;;0
2023;2019;19606;KAA;8;VAS;5;4,23;127;466;0;0;39;1;FI;0;0;0;0;;psykoterapeutti;17;3,000;0;800;;alempi korkeakoulututkinto;0;0;0;0;;;;;0;;0;;;0
2023;2019;13641;UUS;2;KD;8;2,73;164;128;153;0;69;1;FI;0;0;0;0;;Eduskunta-avustaja;460;2,000;0;800;KD Uudenmaan piirin toiminnanjohtaja, KD Espoon paikallisosaston johtokunta, eduskunta-avustaja 8 vuotta.;ylempi korkeakoulututkinto;0;0;1;0;;49;;;0;;0;;;0
2023;2019;18911;HÄM;6;LN;10;1,61;74;1208;0;0;51;1;FI;0;0;1;1;;Lakimies, Varatuomari;456;1,000;0;35000;Lahden kaupunginvaltuusto Liike Nyt valtuustoryhmän pj., hyvinvointialueella aluevaltuustossa valtuutettu ja tarkastuslautakunnassa. Olen myös toiminut mm. Päijät-Hämeen Hyvinvointikuntayhtymän hallituksessa, Lahden kaupungin sivistyslautakunnassa 2. varapuheenjohtajana ja Lahti Energian hallituksessa.;ylempi korkeakoulututkinto;0;0;0;0;;347;;;0;;0;;;0
2023;2019;19123;HEL;1;PS;3;12,26;197;754;0;0;45;1;FI;0;0;0;0;;Ympäristöasiantuntija;60;4,000;0;998;;ylempi korkeakoulututkinto;0;0;0;0;;73;;;0;;0;;;0
2023;2019;18813;OUL;12;SDP;2;10,27;24;3426;0;1;31;1;FI;0;0;1;1;;luokanopettaja;0;4,000;0;5000;Oulun kaupunginvaltuusto, Pohteen yksilöasiainjaosto, Business Oulu -liikelaitoksen johtokunta, kaupunginhallituksen varajäsen;ylempi korkeakoulututkinto;0;0;0;0;;327;;;0;;0;;;0
2023;2019;19153;HEL;1;KESK;4;2,86;275;258;0;0;42;1;FI;0;0;0;0;;Yrittäjä;187;4,000;0;1000;Erilaisia hallituspaikkoja keskustan eri yhdistyksissä. Nykyisin Helsingin Keskustan piirihallituksen jäsen ja Pohjois-Helsingin Keskustan puheenjohtaja.;alempi korkeakoulututkinto;0;0;0;0;;90;;;0;;0;;;381
2023;2019;19077;SAT;4;KESK;4;16,72;107;225;0;0;34;1;FI;0;0;0;0;;Insinööriopiskelija;105;4,000;0;1000;Toimin Porin veden johtokunnassa ja olen Satakunan hyvinvointialueen tomitilaluatakunnan varajäsen.;ammattitutkinto;0;0;0;0;;50;;;0;;0;;;0
